vehicle_technology_case,vehicle_technology_trajectory,charging_assumption_case,year,passenger_car_residential_energy_share,public_l2_utilization,public_dcfc_utilization,depot_utilization_of_12h_window,passenger_car_electricity_twh,light_truck_electricity_twh,bus_electricity_twh,heavy_truck_electricity_twh,required_passenger_car_l2_ports,required_passenger_car_dcfc_ports,required_light_truck_50kw_depot_chargers,required_bus_150kw_depot_chargers,required_heavy_truck_150kw_depot_chargers,required_total_chargers,cumulative_passenger_car_l2_investment_billion_ntd,cumulative_passenger_car_dcfc_investment_billion_ntd,cumulative_light_truck_depot_investment_billion_ntd,cumulative_bus_depot_investment_billion_ntd,cumulative_heavy_truck_depot_investment_billion_ntd,cumulative_total_investment_billion_ntd
Conservative,Static,Optimistic,2048,0.5,0.3,0.2,0.6,13.181363016054998,3.225485543909182,2.4805942559999994,3.1737499277400003,268700.32240816613,18809.02256857163,24547.074154559985,6292.730228310501,8051.116001369864,326400.2653609781,58.891596103809604,38.49533805064449,50.333793696195656,26.41543906013236,27.16629027347587,201.302457184258
Conservative,Static,Optimistic,2049,0.5,0.3,0.2,0.6,13.677333259785,3.4684739811557277,2.4805942559999994,3.411558920925,278810.60950311885,19516.74266521832,26396.301226451505,6292.730228310501,8654.38589783105,339670.76952093025,62.79489281769007,41.36234249030361,54.95766149989583,27.56715738967354,29.746515100572164,216.42856929813522
Conservative,Static,Optimistic,2050,0.5,0.3,0.2,0.6,14.116076167699998,3.7161114318700004,2.4805942559999994,3.656035455975,287754.32501019235,20142.802750713465,28280.908918340945,6292.730228310501,9274.569903538813,351745.33681109606,66.69818953157052,44.22934692996271,59.76903432430339,28.718875719214715,32.45821548865543,231.87366199370678
Reference,ATB Baseline,Conservative,2025,0.3,0.1,0.05,0.2,0.2550209445875,0.015088479155085226,0.21269157780937498,0.0116281013625,21833.98498180651,2037.8385983019407,344.4858254585668,1618.6573653681505,88.4939220890411,25923.460693024208,2.7935790330996366,0.0,0.5118706856982407,1.835558789617597,0.3893904748072806,5.530398983222755
Reference,ATB Baseline,Conservative,2026,0.3,0.1,0.05,0.2,0.37707167524671975,0.03621798346760343,0.2724258627681029,0.03358681812163273,32283.533839616415,3013.1298250308655,826.8945997169733,2073.2561854497935,255.6074438480421,38452.42189366209,4.838542054624307,1.6999779148832643,1.3913323220907432,4.329372862029693,1.1599615317668734,13.419186685394882
Reference,ATB Baseline,Conservative,2027,0.3,0.1,0.05,0.2,0.5365606884680374,0.06620821301866038,0.3517024983552234,0.06620107143666408,45938.41510856485,4287.5854101327195,1511.6030369557163,2676.579135123465,503.81332904614976,54917.9960198229,7.482581703790769,4.290524800486783,2.63628875958982,7.507820342983503,2.303831402713909,24.221047009564785
Reference,ATB Baseline,Conservative,2028,0.3,0.1,0.05,0.2,0.7332345130047748,0.10500229632698524,0.45009595894804527,0.10924210887078892,62776.927483285515,5859.179898439981,2397.3127015293435,3425.387815434134,831.3706915585153,75290.1785902475,10.721642006626062,7.417912542511514,4.244394114514831,11.355993657488451,3.8129861304996195,37.552928451640476
Reference,ATB Baseline,Conservative,2029,0.3,0.1,0.05,0.2,0.9668396776102538,0.15254336191130724,0.5671807189238773,0.1624811779872021,82777.36965841215,7725.887834785133,3482.725157792403,4316.443827426769,1236.53864526029,99538.96512367674,14.55166698915723,11.078481751106299,6.21330250318514,15.85898523055396,5.679411757975238,53.38184823197787
Reference,ATB Baseline,Conservative,2030,0.3,0.1,0.05,0.2,1.2371227110377965,0.20877453829035555,0.7025312526600284,0.2256895263490985,105918.04032857846,9885.683764000656,4766.541970099442,5346.508772146334,1717.576304026625,127634.35113885152,18.968600677411313,15.268573036419985,8.540668041920107,21.001887487189443,7.895094327991998,71.67482357093284
Reference,ATB Baseline,Conservative,2031,0.3,0.1,0.05,0.2,1.5657383043007038,0.27420949161136293,0.8401917848719268,0.30017118226969197,134052.93701204655,12511.607454457677,6260.4906760585145,6394.153613941604,2284.407779830228,161503.59653633455,24.3189552075515,20.30081734796868,11.247678872916204,26.22571665790247,10.505718280763215,92.59888636710208
Reference,ATB Baseline,Conservative,2032,0.3,0.1,0.05,0.2,1.950740036599756,0.3485301594060382,0.9772923014895011,0.3850392791511823,167015.41409244487,15588.105315294853,7957.309575480324,7437.53654101599,2930.2837073910373,200928.64923162706,30.571584513877944,26.14711401314321,14.321215282441425,31.429926623512227,13.480213735632287,115.9500541686071
Reference,ATB Baseline,Conservative,2033,0.3,0.1,0.05,0.2,2.3920822259844083,0.4317351792905818,1.1138328025127513,0.48022912796878325,204801.56044387055,19114.812308094584,9856.967563711914,8476.657553369492,3654.7117805843477,245904.7096496309,37.725757606959405,32.80680351703449,17.76122107371928,36.6145173840187,16.81631442134163,141.7246140030735
Reference,ATB Baseline,Conservative,2034,0.3,0.1,0.05,0.2,2.889719190504117,0.5238231888811936,1.2498132879416777,0.5856760396977083,247407.46494042096,23091.36339443929,11959.43353610031,9511.516651002112,4457.199693285452,296426.97821524815,45.780743497364675,40.279226344733466,21.567640049973235,41.779488939421896,20.511754066633657,169.91885289812694
Reference,ATB Baseline,Conservative,2035,0.3,0.1,0.05,0.2,3.4436052482083377,0.6247928257940738,1.3852337577762794,0.7013153253131715,294829.2164561933,27517.39353591137,14264.676387992553,10542.113833913847,5337.255139369646,352490.6553533808,54.73581119566253,48.56372298133108,25.740416014426792,46.92484128972181,24.564266400250798,200.529057881393
Reference,ATB Baseline,Conservative,2036,0.3,0.1,0.05,0.2,4.072010910814543,0.7459556240317468,1.5230428913812173,0.8286866703608523,348631.071131382,32538.899972262323,17030.950320359516,11590.889584331942,6306.595664846669,416098.40667318244,64.88332017445529,57.92406663988635,30.74613683197402,52.15387646047879,29.0277917174659,234.73519182426034
Reference,ATB Baseline,Conservative,2037,0.3,0.1,0.05,0.2,4.775213815597215,0.8873272668802199,1.660826122286451,0.9666555907520498,408836.79928058345,38158.10126618779,20258.61339909178,12639.468206137375,7356.587448645737,487249.5696006461,76.22771310554104,68.36426559762148,36.585449420259444,57.38200417368752,33.86258527501071,272.4220175721202
Reference,ATB Baseline,Conservative,2038,0.3,0.1,0.05,0.2,5.5531243116591495,1.0489021914611103,1.7985834504919813,1.1152190943908287,475438.7253132833,44374.28102923977,23947.53861783357,13687.849699330147,8487.20771986932,565935.6023795562,88.76755542105265,79.8830255555275,43.25812431690007,62.60922442934798,39.06854224983309,313.58647197266134
Reference,ATB Baseline,Conservative,2039,0.3,0.1,0.05,0.2,6.405652748103133,1.2306748348960355,1.9363148759978077,1.2743741891812546,548429.1736389669,51186.72287297023,28097.59897022912,14736.034063910256,9698.433707619899,652147.9632536964,102.5014125531229,92.47905221459533,50.763932059512946,67.83553722746018,44.64555781888093,358.22549187357225
Reference,ATB Baseline,Conservative,2040,0.3,0.1,0.05,0.2,7.332709474031959,1.4326396343066126,2.0740203988039303,1.4441178830273926,627800.4686671196,58594.71040893117,32708.66744992266,15784.021299877704,10990.242640999944,745878.110466851,120.12948662698429,105.86306329581595,59.60662016747351,74.49537756060921,50.981633311584716,411.0761809624677
Reference,ATB Baseline,Conservative,2041,0.3,0.1,0.05,0.2,8.177645251261112,1.6360652776458044,2.1723336473197197,1.6200498964319079,700140.8605531774,65346.480318296555,37353.08853072613,16532.219538201825,12329.146852602038,831701.795793004,135.69486889201315,119.76146390594965,68.87715737055363,80.43343105519106,57.91568676117636,462.6826079848839
Reference,ATB Baseline,Conservative,2042,0.3,0.1,0.05,0.2,8.984750807808593,1.8440735975770364,2.2508616204184246,1.802277429117787,769242.3636822426,71795.95394367597,42102.13693098257,17129.844904249807,13715.96216984617,913986.2616309971,151.2539794760019,134.00427479052615,78.70221955279604,86.36297408809591,65.44359196161035,515.7670398690303
Reference,ATB Baseline,Conservative,2043,0.3,0.1,0.05,0.2,9.754041951745563,2.056664129251072,2.3096165806714377,1.9907965258452913,835106.3314850654,77943.25760527277,46955.80203769571,17576.990720482783,15150.658491973298,992733.0403404899,166.80301536118478,148.23799605795782,89.07944165601967,92.26952868291166,73.55719639056144,569.9471781486353
Reference,ATB Baseline,Conservative,2044,0.3,0.1,0.05,0.2,10.485534491143179,2.2738364078186746,2.348610790650152,2.185603231374683,897734.1173923955,83788.51762329024,51914.073237869285,17873.750309361887,16633.205718224373,1067943.6642811415,182.33817352979594,162.45919654110477,100.00645862204357,98.1386168632262,82.24834752570438,625.1907930818749
Reference,ATB Baseline,Conservative,2045,0.3,0.1,0.05,0.2,11.179244234072605,2.4955899684306084,2.367856512925959,2.386693590466223,957127.0748349833,89331.86031793177,56976.939918507036,18020.21699334824,18163.57374784036,1139619.6658126106,197.8556509640697,176.6644450728273,111.48090539268676,103.95576065262743,91.50889284471391,681.4656549269251
Reference,ATB Baseline,Conservative,2046,0.3,0.1,0.05,0.2,11.83529544552935,2.721957510668413,2.366947824820187,2.5936054174457337,1013295.8429391566,94574.27867432128,62145.14864539756,18013.301558753326,19738.24518604059,1207766.8170036692,213.70394825287983,191.16816662886495,123.52531893055597,109.14775546282847,101.36832488952513,738.9135141646543
Reference,ATB Baseline,Conservative,2047,0.3,0.1,0.05,0.2,12.434823118092009,2.952911034693951,2.366039136714416,2.806717302677371,1064625.2669599322,99365.02491626034,67418.06015282993,18006.386124158416,21360.101238031744,1270774.8393912124,229.55004690868927,205.6699045293508,136.12542456055928,114.32013106792627,111.80883705657554,797.4743441231011
Reference,ATB Baseline,Conservative,2048,0.3,0.1,0.05,0.2,12.977849414482694,3.1884502436453075,2.3651304486086437,3.026021918824986,1111117.2443906416,103704.27614312655,72795.66766313488,17999.470689563495,23029.086140220592,1328645.7450266872,245.39357058357032,220.16931922482124,149.2811538407051,119.47288746792071,122.82790637370091,857.1448374907183
Reference,ATB Baseline,Conservative,2049,0.3,0.1,0.05,0.2,13.464396497423511,3.42857484066057,2.3642217605028724,3.2515119385524307,1152773.6727246155,107592.20945429745,78277.96439864315,17992.55525496859,24745.14412901393,1381381.5459615388,261.2341429295953,234.6660711658127,162.9924383290018,124.60602466281199,134.42300986873713,917.9216869559589
Reference,ATB Baseline,Conservative,2050,0.3,0.1,0.05,0.2,13.894486529636564,3.6732845288778253,2.363313072397101,3.483180034523556,1189596.449455185,111029.00194915061,83864.94358168551,17985.639820373675,26508.21944081854,1428984.2542472132,277.07138759883657,249.1598208028615,177.25920958345802,129.71954265259993,146.59162456952004,979.8015852072759
Reference,ATB Baseline,Reference,2025,0.4,0.18,0.1,0.4,0.2550209445875,0.015088479155085226,0.21269157780937498,0.0116281013625,10397.135705622146,873.3593992722602,172.2429127292834,809.3286826840753,44.24696104452055,12296.313661352286,0.656031903380779,0.0,0.25593534284912034,0.7494650840509335,0.15898949495966266,1.8204218252404956
Reference,ATB Baseline,Reference,2026,0.4,0.18,0.1,0.4,0.37707167524671975,0.03621798346760343,0.2724258627681029,0.03358681812163273,15373.111352198295,1291.3413535846566,413.44729985848664,1036.6280927248968,127.80372192402105,18242.331820290354,1.6779840917258615,0.0,0.6956661610453716,1.7676981060382637,0.4736163569474239,4.614964715756921
Reference,ATB Baseline,Reference,2027,0.4,0.18,0.1,0.4,0.5365606884680374,0.06620821301866038,0.3517024983552234,0.06620107143666408,21875.43576598326,1837.536604342594,755.8015184778582,1338.2895675617326,251.90666452307488,26058.97012088852,2.985210864662271,0.0,1.31814437979491,3.0654693471112866,0.9406624324104985,8.309487023978967
Reference,ATB Baseline,Reference,2028,0.4,0.18,0.1,0.4,0.7332345130047748,0.10500229632698524,0.45009595894804527,0.10924210887078892,29893.77499204072,2511.0770993314204,1198.6563507646717,1712.693907717067,415.68534577925766,35731.887695633144,4.5757808060124106,1.3688952153620768,2.1221970572574156,4.636691992177779,1.5568555945708973,14.26042066538058
Reference,ATB Baseline,Reference,2029,0.4,0.18,0.1,0.4,0.9668396776102538,0.15254336191130724,0.5671807189238773,0.1624811779872021,39417.79507543435,3311.0947863364854,1741.3625788962015,2158.2219137133843,618.269322630145,47246.74367701056,6.44776249959868,3.102275150474128,3.10665125159257,6.475279226145517,2.318923716650631,21.450891844461523
Reference,ATB Baseline,Reference,2030,0.4,0.18,0.1,0.4,1.2371227110377965,0.20877453829035555,0.7025312526600284,0.2256895263490985,50437.16206122784,4236.721613143139,2383.270985049721,2673.254386073167,858.7881520133125,60589.19719750719,8.599224529243484,5.062593118465709,4.270334020960053,8.575144233922273,3.2235946718717106,29.73089057446323
Reference,ATB Baseline,Reference,2031,0.4,0.18,0.1,0.4,1.5657383043007038,0.27420949161136293,0.8401917848719268,0.30017118226969197,63834.731910498354,5362.117480481862,3130.2453380292573,3197.076806970802,1142.203889915114,76666.37542589538,11.195172674072143,7.38383381198658,5.623839436458102,10.708051984216553,4.289521577212985,39.20041948394637
Reference,ATB Baseline,Reference,2032,0.4,0.18,0.1,0.4,1.950740036599756,0.3485301594060382,0.9772923014895011,0.3850392791511823,79531.14956783089,6680.616563697795,3978.654787740162,3718.768270507995,1465.1418536955186,95374.33104347235,14.220775474227592,10.053954085632805,7.160607641220713,12.832949144338016,5.504018491559703,49.77230483697883
Reference,ATB Baseline,Reference,2033,0.4,0.18,0.1,0.4,2.3920822259844083,0.4317351792905818,1.1138328025127513,0.48022912796878325,97524.55259231933,8192.062417754823,4928.483781855957,4238.328776684746,1827.3558902921739,116710.78345890706,17.675684839504484,13.07267129015764,8.88061053685964,14.949835714286657,6.86616008841829,61.44496246922671
Reference,ATB Baseline,Reference,2034,0.4,0.18,0.1,0.4,2.889719190504117,0.5238231888811936,1.2498132879416777,0.5856760396977083,117813.0785430576,9896.298597616838,5979.716768050155,4755.758325501056,2228.599846642726,140673.4520808684,21.559552679697468,16.43970277631434,10.783820024986618,17.05871169406248,8.37502104129517,74.21680821635609
Reference,ATB Baseline,Reference,2035,0.4,0.18,0.1,0.4,3.4436052482083377,0.6247928257940738,1.3852337577762794,0.7013153253131715,140394.86497913965,11793.168658247732,7132.3381939962765,5271.0569169569235,2668.627569684823,167260.05631802542,25.872030904601203,20.15476589485618,12.870208007213396,19.15957708366549,10.029676023696775,88.08625791403306
Reference,ATB Baseline,Reference,2036,0.4,0.18,0.1,0.4,4.072010910814543,0.7459556240317468,1.5230428913812173,0.8286866703608523,166014.79577684856,13945.242845255281,8515.475160179758,5795.444792165971,3153.2978324233345,197424.25640687288,30.752338310693002,24.330906308522714,15.37306841598701,21.294610462015147,11.852149047144312,103.60307254436218
Reference,ATB Baseline,Reference,2037,0.4,0.18,0.1,0.4,4.775213815597215,0.8873272668802199,1.660826122286451,0.9666555907520498,194684.19013361115,16353.471971223338,10129.30669954589,6319.734103068688,3678.2937243228685,231164.9966317719,36.20259045597193,28.969841850409203,18.292724710129722,23.429273322268887,13.826212193729292,120.72064253250902
Reference,ATB Baseline,Reference,2038,0.4,0.18,0.1,0.4,5.5531243116591495,1.0489021914611103,1.7985834504919813,1.1152190943908287,226399.3930063254,19017.549012531334,11973.769308916784,6843.924849665073,4243.60385993466,268478.24003737327,42.22210421288222,34.071017820940355,21.629062158450036,25.563565664426704,15.951822663832315,139.43757252053163
Reference,ATB Baseline,Reference,2039,0.4,0.18,0.1,0.4,6.405652748103133,1.2306748348960355,1.9363148759978077,1.2743741891812546,261156.74935188898,21937.166945558674,14048.79948511456,7368.017031955128,4849.2168538099495,309359.9496683273,48.81019645386806,39.633879520540845,25.381966029756473,27.697487488488598,18.228937657833995,159.75246715048797
Reference,ATB Baseline,Reference,2040,0.4,0.18,0.1,0.4,7.332709474031959,1.4326396343066126,2.0740203988039303,1.4441178830273926,298952.6041271999,25112.01874668479,16354.33372496133,7892.010649938852,5495.121320499972,353806.0885692848,56.530273614754456,45.3698842696354,29.803310083736754,30.41672362697762,20.815979477770252,182.93617107287446
Reference,ATB Baseline,Reference,2041,0.4,0.18,0.1,0.4,8.177645251261112,1.6360652776458044,2.1723336473197197,1.6200498964319079,333400.4097872273,28005.634422127096,18676.544265363063,8266.109769100913,6164.573426301019,394513.2716701194,63.990520680958646,50.59777971045701,34.438578685276816,32.84125167074726,23.64717779231431,205.51530853975402
Reference,ATB Baseline,Reference,2042,0.4,0.18,0.1,0.4,8.984750807808593,1.8440735975770364,2.2508616204184246,1.802277429117787,366305.8874677345,30769.694547289702,21051.068465491284,8564.922452124903,6857.981084923085,433549.55401756347,71.44778123238186,55.591607138588294,39.35110977639802,35.2623048632007,26.720847857083033,228.37365086765195
Reference,ATB Baseline,Reference,2043,0.4,0.18,0.1,0.4,9.754041951745563,2.056664129251072,2.3096165806714377,1.9907965258452913,397669.6816595549,33404.25325940261,23477.901018847853,8788.495360241392,7575.329245986649,470915.6605440334,78.90024430818323,61.72035957912477,44.539720828009834,37.67397179585026,30.03366096865146,252.86795747981955
Reference,ATB Baseline,Reference,2044,0.4,0.18,0.1,0.4,10.485534491143179,2.2738364078186746,2.348610790650152,2.185603231374683,427492.4368535217,35909.36469569582,25957.036618934642,8936.875154680944,8316.602859112187,506612.31618194527,86.34609894752191,67.97972434618775,50.003229311021784,40.07034106020826,33.58228842359463,277.98168208853434
Reference,ATB Baseline,Reference,2045,0.4,0.18,0.1,0.4,11.179244234072605,2.4955899684306084,2.367856512925959,2.386693590466223,455774.7975404682,38285.08299339933,28488.469959253518,9010.10849667412,9081.78687392018,540640.2458637154,93.78353418955702,74.23225256264027,55.74045269634338,42.44550124778701,37.36340151848759,303.56514221481524
Reference,ATB Baseline,Reference,2046,0.4,0.18,0.1,0.4,11.83529544552935,2.721957510668413,2.366947824820187,2.5936054174457337,482521.8299710269,40531.83371756627,31072.57432269878,9006.650779376663,9869.122593020295,573002.0113836889,101.3785026956571,80.61269778951353,61.762659465277984,44.56541091716349,41.38904216151942,329.7083130291315
Reference,ATB Baseline,Reference,2047,0.4,0.18,0.1,0.4,12.434823118092009,2.952911034693951,2.366039136714416,2.806717302677371,506964.4128380629,42585.01067839729,33709.030076414965,9003.193062079208,10680.050619015872,602941.6972739702,108.97242423366157,86.99229287829317,68.06271228027964,46.67730999636717,45.65193985407623,356.3566792426777
Reference,ATB Baseline,Reference,2048,0.4,0.18,0.1,0.4,12.977849414482694,3.1884502436453075,2.3651304486086437,3.026021918824986,529103.4497098293,44444.689775625666,36397.83383156744,8999.735344781748,11514.543070110296,630460.2517319145,116.56511959027159,93.37089230778051,74.64057692035254,48.781198485398,50.151064457785004,383.50885176158766
Reference,ATB Baseline,Reference,2049,0.4,0.18,0.1,0.4,13.464396497423511,3.42857484066057,2.3642217605028724,3.2515119385524307,548939.8441545789,46110.946908984624,39138.982199321574,8996.277627484294,12372.572064506965,655558.6229548763,124.15640955218826,99.74835055677683,81.4962191645009,50.87707638425605,54.88538583427277,411.1634414919948
Reference,ATB Baseline,Reference,2050,0.4,0.18,0.1,0.4,13.894486529636564,3.6732845288778253,2.363313072397101,3.483180034523556,566474.4997405645,47583.85797820741,41932.471790842756,8992.819910186838,13254.10972040927,678237.7591402107,131.74611490611272,106.12452210408348,88.62960479172901,52.96494369294126,59.853873845166525,439.31905934003294
Reference,ATB Baseline,Optimistic,2025,0.5,0.3,0.2,0.6,0.2550209445875,0.015088479155085226,0.21269157780937498,0.0116281013625,5198.567852811073,363.89974969677513,114.82860848618894,539.5524551227169,29.497974029680368,6246.346640146435,0.0,0.0,0.17062356189941358,0.3874338488620461,0.08218916834379003,0.6402465791052498
Reference,ATB Baseline,Optimistic,2026,0.5,0.3,0.2,0.6,0.37707167524671975,0.03621798346760343,0.2724258627681029,0.03358681812163273,7686.555676099147,538.0588973269403,275.6315332389911,691.0853951499312,85.20248128268071,9276.53398309769,0.24136683586293053,0.0,0.46377744069691434,0.9138065207077878,0.2448346320076075,1.8637854292752403
Reference,ATB Baseline,Optimistic,2027,0.5,0.3,0.2,0.6,0.5365606884680374,0.06620821301866038,0.3517024983552234,0.06620107143666408,10937.71788299163,765.6402518094142,503.86767898523874,892.1930450411552,167.9377763487166,13267.356635176155,0.9409513923311357,0.0,0.8787629198632732,1.5846856818205484,0.4862727756426953,3.8906727696576526
Reference,ATB Baseline,Optimistic,2028,0.5,0.3,0.2,0.6,0.7332345130047748,0.10500229632698524,0.45009595894804527,0.10924210887078892,14946.88749602036,1046.2821247214251,799.1042338431145,1141.7959384780447,277.12356385283846,18211.19335691578,1.7822075330062055,0.0,1.4147980381716103,2.3969247704075554,0.8048120825946568,6.398742424180028
Reference,ATB Baseline,Optimistic,2029,0.5,0.3,0.2,0.6,0.9668396776102538,0.15254336191130724,0.5671807189238773,0.1624811779872021,19708.897537717177,1379.6228276402023,1160.908385930801,1438.8146091422561,412.1795484200967,24100.422908850534,2.7641695497993406,0.0,2.0711008343950468,3.3473772246760363,1.1987610362090952,9.381408645079519
Reference,ATB Baseline,Optimistic,2030,0.5,0.3,0.2,0.6,1.2371227110377965,0.20877453829035555,0.7025312526600284,0.2256895263490985,25218.58103061392,1765.3006721429745,1588.8473233664806,1782.1695907154449,572.5254346755416,30927.424051514365,3.8858717346217415,0.5974769043607117,2.8468893473067025,4.432896482833217,1.6664281198316142,13.429562588953988
Reference,ATB Baseline,Optimistic,2031,0.5,0.3,0.2,0.6,1.5657383043007038,0.27420949161136293,0.8401917848719268,0.30017118226969197,31917.365955249177,2234.215616867443,2086.830225352838,2131.384537980535,761.4692599434093,39131.2655953934,5.229816977036071,1.732653514994409,3.749226290972068,5.535497092987913,2.217456009362907,18.464649885353367
Reference,ATB Baseline,Optimistic,2032,0.5,0.3,0.2,0.6,1.950740036599756,0.3485301594060382,0.9772923014895011,0.3850392791511823,39765.57478391544,2783.590234874081,2652.4365251601084,2479.17884700533,976.7612357970124,48657.54162675197,6.788589547113796,3.0131966173470026,4.773738427480476,6.633956651279945,2.8452867435355076,24.054767986756726
Reference,ATB Baseline,Optimistic,2033,0.5,0.3,0.2,0.6,2.3920822259844083,0.4317351792905818,1.1138328025127513,0.48022912796878325,48762.27629615966,3413.3593407311764,3285.655854570638,2825.5525177898307,1218.2372601947825,59505.081269446084,8.56201539975224,4.438988440899016,5.920407024573093,7.72827515770931,3.549441977443843,30.199128000377506
Reference,ATB Baseline,Optimistic,2034,0.5,0.3,0.2,0.6,2.889719190504117,0.5238231888811936,1.2498132879416777,0.5856760396977083,58906.53927152881,4123.457749007016,3986.47784536677,3170.5055503340373,1485.7332310951506,71672.71364733178,10.549920489848736,6.009911215130977,7.189213349991078,8.818452612276008,4.329443366182342,36.89694103342914
Reference,ATB Baseline,Optimistic,2035,0.5,0.3,0.2,0.6,3.4436052482083377,0.6247928257940738,1.3852337577762794,0.7013153253131715,70197.43248956984,4913.820274269889,4754.892129330851,3514.037944637949,1779.0850464565488,85159.26788426508,12.752130772300603,7.7258471695234086,8.580138671475597,9.904489014980044,5.184812564845434,44.14741819312509
Reference,ATB Baseline,Optimistic,2036,0.5,0.3,0.2,0.6,4.072010910814543,0.7459556240317468,1.5230428913812173,0.8286866703608523,83007.3978884243,5810.5178521897005,5676.983440119839,3863.6298614439806,2102.19855494889,100460.72759712671,15.238255645346502,9.633898663551133,10.248712277324675,11.008188462527263,6.1269348237037855,52.255989872453355
Reference,ATB Baseline,Optimistic,2037,0.5,0.3,0.2,0.6,4.775213815597215,0.8873272668802199,1.660826122286451,0.9666555907520498,97342.09506680559,6813.946654676391,6752.871133030593,4213.156068712458,2452.1958162152455,117574.26473944027,18.009352887985965,11.734781461003836,12.195149806753147,12.111696371796008,7.147421166635489,61.19840169417445
Reference,ATB Baseline,Optimistic,2038,0.5,0.3,0.2,0.6,5.5531243116591495,1.0489021914611103,1.7985834504919813,1.1152190943908287,113199.69650316269,7923.978755221388,7982.51287261119,4562.616566443382,2829.06923995644,136497.87393739508,21.065080936441106,14.028264437058484,14.419374772300023,13.215012742786275,8.246249468498727,70.97398235708462
Reference,ATB Baseline,Optimistic,2039,0.5,0.3,0.2,0.6,6.405652748103133,1.2306748348960355,1.9363148759978077,1.2743741891812546,130578.37467594449,9140.486227316114,9365.866323409706,4912.011354636752,3232.811235873299,157229.54981718038,24.405098226934026,16.514116466892023,16.921310686504313,14.318137575498067,9.423397604151683,81.58206055998012
Reference,ATB Baseline,Optimistic,2040,0.5,0.3,0.2,0.6,7.332709474031959,1.4326396343066126,2.0740203988039303,1.4441178830273926,149476.30206359993,10463.341144451995,10902.88914997422,5261.340433292568,3663.414213666648,179767.28700498532,27.93712085568683,18.90411844568142,19.868873389157834,15.723838982433753,10.760761533165432,93.19471320612526
Reference,ATB Baseline,Optimistic,2041,0.5,0.3,0.2,0.6,8.177645251261112,1.6360652776458044,2.1723336473197197,1.6200498964319079,166700.20489361367,11669.014342552957,12451.029510242042,5510.739846067275,4109.715617534013,200440.70421000995,31.39763513047933,21.082408212690428,22.95905245685121,16.977191875932657,12.224341469360294,104.64062914531392
Reference,ATB Baseline,Optimistic,2042,0.5,0.3,0.2,0.6,8.984750807808593,1.8440735975770364,2.2508616204184246,1.802277429117787,183152.9437338673,12820.70606137071,14034.045643660855,5709.948301416603,4571.987389948724,220289.63113026414,35.17223657619094,23.163169641078465,26.234073184265338,18.2287484549023,13.813266488907262,116.61149434534431
Reference,ATB Baseline,Optimistic,2043,0.5,0.3,0.2,0.6,9.754041951745563,2.056664129251072,2.3096165806714377,1.9907965258452913,198834.84082977747,13918.438858084422,15651.934012565236,5858.996906827594,5050.219497324432,239314.43010457914,38.94443928409162,25.146443484901127,29.693147218673218,19.475452833496462,15.525815828014807,128.78529864917724
Reference,ATB Baseline,Optimistic,2044,0.5,0.3,0.2,0.6,10.485534491143179,2.2738364078186746,2.348610790650152,2.185603231374683,213746.2184267608,14962.235289873257,17304.69107928976,5957.916769787295,5544.401906074791,257515.46347178592,42.71333777376094,27.032270498214015,33.335486207347856,20.714249125868946,17.36026872289139,141.15561232808315
Reference,ATB Baseline,Optimistic,2045,0.5,0.3,0.2,0.6,11.179244234072605,2.4955899684306084,2.367856512925959,2.386693590466223,227887.3987702341,15952.117913916389,18992.313306169013,6006.738997782746,6054.524582613453,274893.0935707157,46.4780265647785,29.41816833943345,37.160301797562255,21.942081446173535,19.314904409745488,154.31348255769322
Reference,ATB Baseline,Optimistic,2046,0.5,0.3,0.2,0.6,11.83529544552935,2.721957510668413,2.366947824820187,2.5936054174457337,241260.9149855135,16888.264048985944,20715.049548465853,6004.433852917776,6579.41506201353,291448.07749789656,50.32148198782855,32.244680172297315,41.17510631018531,23.03796273527517,21.395947918850855,168.1751791244372
Reference,ATB Baseline,Optimistic,2047,0.5,0.3,0.2,0.6,12.434823118092009,2.952911034693951,2.366039136714416,2.806717302677371,253482.20641903148,17743.754449332206,22472.686717609977,6002.128708052805,7120.033746010581,306820.81004003703,54.16441392683079,35.0708377809555,45.37514152018641,24.129702972514135,23.59964078657647,182.3397369870633
Reference,ATB Baseline,Optimistic,2048,0.5,0.3,0.2,0.6,12.977849414482694,3.1884502436453075,2.3651304486086437,3.026021918824986,264551.72485491465,18518.620739844027,24265.22255437829,5999.823563187832,7676.362046740198,321011.753759065,58.006732775135795,37.89658053157522,49.76038461356834,25.217302157890426,25.925450485813045,196.80645056398282
Reference,ATB Baseline,Optimistic,2049,0.5,0.3,0.2,0.6,13.464396497423511,3.42857484066057,2.3642217605028724,3.2515119385524307,274469.9220772895,19212.89454541026,26092.654799547716,5997.518418322863,8248.381376337977,334021.3712169083,61.84834892609415,40.72184779032369,54.33081277633392,26.300760291404067,28.372844489451317,211.57461427360715
Reference,ATB Baseline,Optimistic,2050,0.5,0.3,0.2,0.6,13.894486529636564,3.6732845288778253,2.363313072397101,3.483180034523556,283237.2498702822,19826.607490919756,27954.981193895168,5995.213273457892,8836.073146939512,345850.1249754945,65.68917277305634,43.54657892336812,59.08640319448598,27.380077373055038,30.941290270382027,226.64352253434748
