vehicle_technology_case,vehicle_technology_trajectory,charging_assumption_case,year,passenger_car_residential_energy_share,public_l2_utilization,public_dcfc_utilization,depot_utilization_of_12h_window,passenger_car_electricity_twh,light_truck_electricity_twh,bus_electricity_twh,heavy_truck_electricity_twh,required_passenger_car_l2_ports,required_passenger_car_dcfc_ports,required_light_truck_50kw_depot_chargers,required_bus_150kw_depot_chargers,required_heavy_truck_150kw_depot_chargers,required_total_chargers,cumulative_passenger_car_l2_investment_billion_ntd,cumulative_passenger_car_dcfc_investment_billion_ntd,cumulative_light_truck_depot_investment_billion_ntd,cumulative_bus_depot_investment_billion_ntd,cumulative_heavy_truck_depot_investment_billion_ntd,cumulative_total_investment_billion_ntd
Conservative,Static,Optimistic,2034,0.5,0.3,0.2,0.6,2.9252236113749994,0.529514308128125,1.3047021403237498,0.61139755026,59630.2921431629,4174.1204500214035,4029.7892551607692,3309.746677635083,1550.9831310502284,72694.93165703038,10.685189901557147,6.10144351705367,7.267464074065897,9.224329853374378,4.519641836196541,37.79806918224763
Conservative,Static,Optimistic,2035,0.5,0.3,0.2,0.6,3.4868541660874994,0.6316131970909376,1.449005112603125,0.7336014490125,71079.05589708699,4975.53391279609,4806.797542548991,3675.8120563245175,1860.9879477739728,86398.18735653056,12.916906187165559,7.837345200248695,8.67391618153681,10.376048182915556,5.4235532607089185,45.22776901257554
Conservative,Static,Optimistic,2036,0.5,0.3,0.2,0.6,4.124787835219999,0.7541677453117499,1.5933080848824999,0.86691791754,84083.24843484996,5885.827390439496,5739.480557928082,4041.877435013952,2199.1829465753426,101949.61676480684,15.439332112473457,9.769960406307039,10.361625820068827,11.527766512456733,6.409636910838154,53.50832176214421
Conservative,Static,Optimistic,2037,0.5,0.3,0.2,0.6,4.839024618772499,0.8971779527905626,1.7376110571618748,1.0113469558425001,98642.8697564518,6905.0008829516255,6827.83830129804,4407.942813703386,2565.568127454338,119349.21988185917,18.25246767748084,11.899289135228702,12.330592989661945,12.679484841997906,7.477892786584249,62.63972743095364
Conservative,Static,Optimistic,2038,0.5,0.3,0.2,0.6,5.629564516745,1.060643819527375,1.8819140294412497,1.1668885639200002,114757.91986189253,8033.054390332477,8071.870772658866,4774.00819239282,2960.143490410959,138596.99670768765,21.356312882187716,14.225331387013686,14.580817690316163,13.831203171539084,8.6283208879472,72.62198601900386
Conservative,Static,Optimistic,2039,0.5,0.3,0.2,0.6,6.4964075291375,1.2445653455221877,2.0262170017206245,1.3335427417725,132428.39875117212,9269.987912582048,9471.57797201056,5140.073571082255,3382.9090354452055,159692.94724229223,24.750867726594073,16.748087161661985,17.112299922031482,14.982921501080265,9.860921214927012,83.45509752629482
Conservative,Static,Optimistic,2040,0.5,0.3,0.2,0.6,7.439553655949999,1.4489425307750001,2.170519974,1.5113094894,151654.30642429058,10615.80144970034,11026.959899353122,5506.138949771689,3833.864762557078,182637.07148567284,28.344189870699914,19.179568479173604,20.093032012060704,16.43740794312381,11.257611852236574,95.31181015729462
Conservative,Static,Optimistic,2041,0.5,0.3,0.2,0.6,8.297963693174998,1.6547388602797275,2.273878068,1.695778147665,169152.88024247796,11840.701616973456,12593.142011261243,5768.336042617961,4301.821785045662,203656.88169837632,31.859228746345888,21.392595611385943,23.216859650101668,17.741983168800814,12.786032191437075,106.99669936807139
Conservative,Static,Optimistic,2042,0.5,0.3,0.2,0.6,9.11822217319,1.8651842032521815,2.3565645431999998,1.8869143477950001,185873.73966874593,13011.161776812216,14194.704743167287,5978.093716894977,4786.692916780822,223844.39282240125,35.689848050301485,23.50726598216663,26.528192308850034,19.046558394477817,14.445928091624552,119.21779282742051
Conservative,Static,Optimistic,2043,0.5,0.3,0.2,0.6,9.900329095995,2.0802785596923634,2.4185793996,2.08471808979,201816.8847030944,14127.181929216607,15831.64809507126,6135.411972602739,5288.478157762557,243199.60485774756,39.52046735425706,25.52357959151564,30.027029988305806,20.35113362015482,16.237299552799,131.6595101070323
Conservative,Static,Optimistic,2044,0.5,0.3,0.2,0.6,10.644284461589999,2.300021929600273,2.4599226371999996,2.28918937365,216982.31534552347,15188.762074186641,17503.972066973154,6240.290809741247,5807.1775079908675,261722.51780441537,43.35108665821265,27.441536439433,33.71337268846897,21.655708845831825,18.16014657496043,144.32185120690687
Conservative,Static,Optimistic,2045,0.5,0.3,0.2,0.6,11.350088269974998,2.52441431297591,2.4805942559999994,2.500328199375,231370.03159603308,16195.902211722316,19211.67665887298,6292.730228310501,6342.790967465753,279413.1316624046,47.18170596216823,29.89432473166717,37.58722040933955,22.960284071508827,20.214469158108827,157.8380043327926
Conservative,Static,Optimistic,2046,0.5,0.3,0.2,0.6,12.01774052115,2.7534557098192725,2.4805942559999994,2.7181345669650003,244980.03345462328,17148.60234182363,20954.76187077072,6292.730228310501,6895.318536187215,296271.4464317154,51.085002676048695,32.76132917132628,41.648573150917514,24.112002401050002,22.4002673022442,172.0071747015867
Conservative,Static,Optimistic,2047,0.5,0.3,0.2,0.6,12.628165436509999,2.987146120130364,2.4805942559999994,2.9426084764200002,257423.4637253343,18019.6424607734,22733.22770266639,6292.730228310501,7464.760214155252,311933.8243312398,54.98829938992915,35.628333610985386,45.89743091320288,25.26372073059118,24.71754100736655,186.49532565207514
